소재지전화	소재지면적	소재지전체주소	도로명전체주소	사업장명	좌표정보(x)	좌표정보(y)
042 583 6407	95.0	대전광역시 중구 안영동 699-2 1층	대전광역시 중구 대둔산로184번길 48, 1층 (안영동)	커피와야	35.60081971143868	128.20624180721066
042 345 9690	84.98	대전광역시 중구 선화동 409-2 1,2층	대전광역시 중구 선화서로 55, 1,2층 (선화동)	카페홍연	35.63004412033752	128.2594396361384
042 581 4978	47.94	대전광역시 중구 유천동 303-48 유천미소랑아파트 103호	대전광역시 중구 계백로1566번길 19, 유천미소랑아파트 103호 (유천동)	썸원스커피	35.61178350397408	128.2444724598679
	24.5	대전광역시 중구 용두동 97-24 1층	대전광역시 중구 용두로 50-1, 1층 (용두동)	카페올데이	35.621781234446686	128.25916575198187
042 283 0506	40.28	대전광역시 중구 옥계동 49-7 1층	대전광역시 중구 대종로 51-1, 1층 (옥계동)	빼빼롱꼬마김밥,토스트,커피	35.66082987026227	128.2224892294802
	93.6	대전광역시 대덕구 송촌동 295-9번지 1층	대전광역시 대덕구 송촌남로 18, 1층 (송촌동)	라드커피9호점	35.64920726855269	128.29012701224894
042 631 0030	45.0	대전광역시 대덕구 중리동 373-3번지 1층	대전광역시 대덕구 중리로54번길 33-20, 1층 (중리동)	커피타임	35.6371473839896	128.30393015302914
	86.85	대전광역시 중구 유천동 295-28 1층	대전광역시 중구 계백로1566번길 72, 1층 (유천동)	호호손수제비	35.612060912327635	128.24164420414354
	41.5	대전광역시 대덕구 비래동 128-14번지 1층	대전광역시 대덕구 비래동로 27, 1층 (비래동)	커피트리	35.65598854978798	128.2941983562686
042 826 5400	296.88	대전광역시 유성구 봉명동 615-6번지	대전광역시 유성구 대학로 48-17 (봉명동)	아케이드커피봉명	35.570231454349305	128.29403539394687
	35.91	대전광역시 대덕구 신탄진동 138-7번지	대전광역시 대덕구 신탄진로796번길 43, 1층 (신탄진동)	커피나무	35.63934751705198	128.40732413279716
	181.0	대전광역시 서구 둔산동 921 102호(주은오피스텔)	대전광역시 서구 둔산중로 138, 102호 (둔산동, 주은오피스텔)	하오하오루	35.60494521417443	128.29622706725343
	43.79	대전광역시 대덕구 와동 369-2 1층	대전광역시 대덕구 신탄진로232번길 16, 1층 (와동)	커피식탁	35.63379770149692	128.34825627838651
	13.8	대전광역시 대덕구 비래동 125-12 1층	대전광역시 대덕구 비래서로 25, 1층 (비래동)	벤티프레소대전비래점	35.65390767539327	128.29214363485497
070 41541000	230.0	대전광역시 대덕구 신탄진동 2-1 (1층)	대전광역시 대덕구 대청로 152, 1층 (신탄진동)	투썸플레이스 신탄진대청호점	35.64748042899244	128.40750909145154
042 622 6637	191.65	대전광역시 대덕구 송촌동 459-4번지 201호(2층)	대전광역시 대덕구 계족산로81번길 64 (송촌동,201호(2층))	키브	35.6464298248768	128.30525843174198
	50.15	대전광역시 대덕구 법동 192-4	대전광역시 대덕구 동춘당로 181 (법동)	메가커피 대전법동점	35.64058928688915	128.30715120733228
042 5374757	182.98	대전광역시 서구 괴정동 423-22번지	대전광역시 서구 도솔로388번길 8, 1,2층 (괴정동)	투썸플레이스 괴정점	35.6065070128229	128.27381664853726
042 5850751	93.41	대전광역시 서구 장안동 287-3	대전광역시 서구 장안로 354-20 (장안동)	맛커피	35.572360471115765	128.1337941710919
	165.8	대구광역시 북구 산격동 1682	대구광역시 북구 유통단지로8길 86 (산격동)	투썸플레이스	36.609536690877704	127.76334007710977
053 311 2107	39.04	대구광역시 북구 동천동 902-1	대구광역시 북구 동천로 125-4 (동천동)	마실커피 칠곡점	36.5647926930049	127.80836543296282
	66.16	대구광역시 북구 산격동 172-1	대구광역시 북구 대불로 45 (산격동)	니타커피	36.60905113966776	127.7614610990844
053 6294763	81.5	대구광역시 달서구 송현동 1901-33번지 (지상1층)	대구광역시 달서구 월배로73길 64 (송현동,(지상1층))	물레방아	36.55549017630176	127.66666245775052
053 951 1866	55.4	대구광역시 북구 동변동 674-19	대구광역시 북구 동변로 81-1 (동변동)	부림해물손수제비	36.60044308088671	127.78137516447941
	37.72	대구광역시 북구 고성동3가 25-8번지	대구광역시 북구 옥산로 90-1, 2층 (고성동3가)	시선2	36.586906221044934	127.73560155514363
053 955 7844	36.0	대구광역시 북구 산격동 1327-5번지	대구광역시 북구 대학로23길 34 (산격동)	아마스빈버블티	36.60580667767695	127.74741023095886
	53.64	대구광역시 달서구 신당동 1797-10 (지상1층)	대구광역시 달서구 서당로7길 45-5 (신당동,(지상1층))	스토커피 계명대점	36.512201136497715	127.69705685443951
062002256382	44.36	광주광역시 동구 호남동 31-71번지	광주광역시 동구 천변우로 363-42 (호남동)	물레방아	35.22645684301923	126.81426762665767
062002326574	36.18	광주광역시 동구 지산동 76-5번지	광주광역시 동구 지호로 137-1 (지산동)	물레방아	35.25221363544794	126.81521059292072
062 233 0963	115.36	광주광역시 동구 금남로5가 1-24번지	광주광역시 동구 독립로264번길 4, 1,2층 (금남로5가)	Hoya Coffee Roastery(호야 커피로스터리)	35.225899598014855	126.82136894487986
	232.92	광주광역시 동구 황금동 19-1 (2층)	광주광역시 동구 중앙로160번길 15-3 (황금동,(2층))	카페 파스쿠찌 광주황금점	35.228569983384844	126.81293225190694
	54.28	광주광역시 동구 충장로1가 23번지 (1층)	광주광역시 동구 충장로안길 43 (충장로1가,(1층))	할리스	35.23081908758735	126.8119259411477
	29.6	광주광역시 서구 화정동 1072번지 (금호A상가, 101,102호)	광주광역시 서구 화운로23번길 7-2, 101,102호 (화정동, 금호A상가)	손수김밥	35.20305248815464	126.80555820162968
	52.0	광주광역시 남구 양림동 201-71번지	광주광역시 남구 백서로 98, 1층 (양림동)	어니스트 식스티(honest 6T)	35.230079848445435	126.80461212480265
062 352 5792	60.0	광주광역시 서구 농성동 393-15 (일층)	광주광역시 서구 죽봉대로 42-1 (농성동,(일층))	메가커피 광주농성점	35.20280675014462	126.82463753862105
062 3620616	72.3	광주광역시 서구 화정동 1036번지 (1층)	광주광역시 서구 월드컵4강로28번길 50-5, 1층 (화정동)	커피바라기	35.20147682532068	126.80447423891276
	90.22	광주광역시 남구 방림동 533-3 1층	광주광역시 남구 대남대로107번길 3, 1층 (방림동)	커피마켓	35.22751839738183	126.79617623807619
062 672 3998	78.55	광주광역시 남구 진월동 205-6번지 (1층)	광주광역시 남구 화산로 61, 1층 (진월동)	커피톡	35.218881282618895	126.77104467093748
	79.81	전라남도 광양시 중동 1750-6 2층중1층전부	전라남도 광양시 중마로 498-1, 2층중1층전부 (중동)	쌩쌩커피	35.87511626005917	126.55900819621047
	41.26	경기도 김포시 구래동 6879-6 113호	경기도 김포시 김포한강4로 547, 1층 113호 (구래동)	토프레소	34.9653961564569	129.8486437612414
	93.83	충청북도 영동군 영동읍 계산리 686-19	충청북도 영동군 영동읍 계산로1길 4, 2층	닡커피바 (k)nit coffee bar	35.924818068132915	128.07695625579683
	42.0	인천광역시 남동구 구월동 1264-10 한빛하이존 1층 103호	인천광역시 남동구 호구포로 812, 한빛하이존 1층 103호 (구월동)	차차커피코 인천모래내시장역점	35.046779938298506	129.61954825805896
	58.71	서울특별시 동작구 신대방동 692-39	서울특별시 동작구 대림로 16, 1층 (신대방동)	틱택 커피(tick-tack coffee)	35.19881690536352	129.66377220667053
	132.42	경기도 안산시 단원구 고잔동 736	경기도 안산시 단원구 이삭2길 29, 1층 (고잔동)	플러스82커피안산점	35.1440155946383	129.45079329486185
	99.0	경기도 고양시 덕양구 화전동 579-3	경기도 고양시 덕양구 화랑로 59, 1층 일부호 (화전동)	아말룬커피	35.16181217840454	129.80418817291422
033 251 1157	80.0	강원특별자치도 춘천시 효자동 753-8	강원특별자치도 춘천시 전원길 49-1, 1층 (효자동)	네모커피(Nemo coffee)	35.84372118052984	130.16934719764984
	30.0	전라남도 광양시 광양읍 인서리 457-1 4층중1층일부	전라남도 광양시 광양읍 인서중앙길 30, 4층중1층일부	인서리커피	35.77962974714933	126.59529107189873
	370.45	경상남도 창원시 진해구 용원동 1214-14	경상남도 창원시 진해구 용원로 23, 1~2층 (용원동)	유동커피진해용원점	36.78742378926135	126.7672514386418
	103.09	경기도 고양시 일산동구 정발산동 1234-5 1층 전체호	경기도 고양시 일산동구 무궁화로187번길 8-2, 1층 전체호 (정발산동)	네임드커피	35.0907448914466	129.88443489827404
	19.83	서울특별시 강남구 역삼동 792-5	서울특별시 강남구 논현로67길 50, 지상1층 102호 (역삼동)	유리스커피(Euryce Coffee)	35.297752708204136	129.67416284979737
	50.22	부산광역시 해운대구 우동 1516 센텀타워메디컬	부산광역시 해운대구 센텀2로 20, 센텀타워메디컬 1층 104호 (우동)	히얼이즈커피	37.04919974699494	126.85642789749075
	84.4	울산광역시 남구 달동 1343-1	울산광역시 남구 번영로166번길 10, 1층 (달동)	언더커피코너	37.20112408698264	127.3269090591911
	81.9	경기도 수원시 팔달구 인계동 202-1	경기도 수원시 팔달구 중부대로 126, 2층 (인계동)	셀렉트커피앤와인(SELECT COFFEE&WINE)	35.29856608784525	129.41169050231113
	31.5	경상북도 경주시 안강읍 양월리 1198-25	경상북도 경주시 안강읍 안강시장길 9, 1층	서로커피	37.10186667255097	127.8877494614643
	57.0	부산광역시 사상구 덕포동 428-2	부산광역시 사상구 삼덕로46번길 103, 지하1층 (덕포동)	송이커피맥주	36.92492910527203	126.85634146255944
		충청남도 당진시 정미면 천의리 252-16	충청남도 당진시 정미면 4.4만세로 710, 오른쪽끝호	장미카페	34.936031362526116	128.9244012734512
	113.95	부산광역시 동래구 온천동 1332-1	부산광역시 동래구 아시아드대로 259, 1,2층 (온천동)	커피20cm	36.9964057655305	126.90456492013271
	132.24	경상북도 경주시 황성동 141-1	경상북도 경주시 갓뒤길20번길 17, 2층 (황성동)	커피가 술술	37.10263470118622	127.73554688720094
	129.0	전라북도 군산시 오식도동 683-2 1층 1동	전라북도 군산시 가도로 176, 1동 1층 (오식도동)	별난칼국수 별난테이크아웃커피	34.94459377840641	127.80361629317146
	61.16	경기도 수원시 팔달구 장안동 311-3	경기도 수원시 팔달구 화서문로 39, 3층 (장안동)	그리핑커피(gripping coffee)	35.284291658540766	129.42001887192657
	29.4	대구광역시 북구 산격동 1313-64	대구광역시 북구 대동로6길 38-2, 1층 (산격동)	카페달달	36.60608926056397	127.7483571727267
	30.61	대전광역시 유성구 원촌동 79-2	대전광역시 유성구 아리랑로 4, 지상1층 (원촌동)	한나커피	35.62044872279235	128.32197782872154
	66.0	서울특별시 금천구 독산동 951-4 현경빌딩 1층	서울특별시 금천구 남부순환로 1372, 현경빌딩 1층 (독산동)	제니스커피(Zenith Coffee)	35.19262436845978	129.65384855152305
	48.23	인천광역시 미추홀구 숭의동 203-1 미지빌딩 103호	인천광역시 미추홀구 독정이로 79, 미지빌딩 103호 (숭의동)	coffeeple(커피플)	34.99213738388237	129.6275739039945
	40.14	서울특별시 마포구 성산동 72-3 연세빌딩	서울특별시 마포구 성산로6길 25, 연세빌딩 1층 101호 (성산동)	맨날맨날 커피(EVERYDAY COFFEE)	35.196426458972894	129.7567322127699
	32.69	경기도 안양시 만안구 안양동 1388-1 디스퀘어큐브	경기도 안양시 만안구 관악대로 50, 디스퀘어큐브 1층 103호 (안양동)	치킨마루메가트리아점		
	152.4	경기도 평택시 지산동 692-13 외1필지(693-2) 1층, 2층	경기도 평택시 송탄공원로 109, 1층, 2층 (지산동)	루디아커피	35.32783887299061	129.16698659504044
	68.43	서울특별시 종로구 내수동 74 광화문시대	서울특별시 종로구 사직로8길 42, 1층 102-1호 (내수동, 광화문시대)	아재커피 광화문점	35.24560474244565	129.77059235537968
	13.94	경기도 성남시 분당구 야탑동 518-3 1층 101호의 일부호	경기도 성남시 분당구 매화로 14, 1층 101호의 일부호 (야탑동)	동네커피	35.37841522581814	129.57372345639388
033 5321357	140.0	강원특별자치도 동해시 천곡동 996	강원특별자치도 동해시 중앙로 145, 1층 (천곡동)	커피프렌즈	36.953755113203485	129.77907006043014
	13.2	서울특별시 동대문구 답십리동 249-26	서울특별시 동대문구 전농로3길 100, 1층 (답십리동)	마린커피	35.311690805027965	129.7709212569056
	73.26	경기도 고양시 일산동구 백석동 1214-2 1층 전체호	경기도 고양시 일산동구 백석로85번길 19-7, 1층 전체호 (백석동)	커피퍼피	35.09486784748	129.8562106664115
	16.5	서울특별시 서초구 반포동 885 1층라열3호	서울특별시 서초구 신반포로 27-6, 1층 라열3호 (반포동, 반포아파트,한신종합상가)	구반포 커피	35.259144406807465	129.6837418042938
0226628839	36.07	서울특별시 강서구 마곡동 800-15 이너매스마곡Ⅱ 지하1층 B123호	서울특별시 강서구 마곡중앙2로 35, 이너매스마곡Ⅱ 지하1층 B123호 (마곡동)	오늘도, 카페일리터 강서점	35.13270884514589	129.74761680724998
	8.86	경기도 오산시 수청동 619-5	경기도 오산시 내삼미로79번길 12, 1층 107호 (수청동)	커피24	35.329182091271434	129.28010928426338
	36.28	대구광역시 남구 대명동 3022-34	대구광역시 남구 성당시장길 122-4, 1층 (대명동)	진커피&도넛	36.578110098344624	127.69336774003663
	66.0	서울특별시 관악구 신림동 1444-1	서울특별시 관악구 봉천로 214, 1층 (신림동)	COFFEE G:O (커피 지오)	35.20974071080294	129.6668776867045
	23.1	서울특별시 관악구 신림동 91-37	서울특별시 관악구 신림로48길 11, 1층 (신림동)	A:CAN COFFEE(에이캔커피)	35.21587475293743	129.65428031829026
		인천광역시 부평구 십정동 520-17 2층	인천광역시 부평구 백범로422번길 45, 2층 (십정동)	담소커피호프	35.0346403207303	129.6374784134181
	40.8	경기도 남양주시 퇴계원읍 퇴계원리 94-1 지1층 일부	경기도 남양주시 퇴계원읍 퇴계원로 98-1, 지1층 일부	하나커피호프	35.37949523835995	129.8743917394353
	23.95	대구광역시 서구 비산동 156-43	대구광역시 서구 달성공원로 9-32, 1층 (비산동)	오 커피샵(O coffee shop)	36.58154382895748	127.71972216989927
	60.9	경상북도 포항시 북구 흥해읍 초곡리 1761 초곡삼구트리니엔 시티	경상북도 포항시 북구 흥해읍 초곡지구로58번길 52, 134동 406호 (초곡삼구트리니엔 시티)	무니 카페(MOONY CAFE)	37.188595480703945	128.02538866179722
	60.27	제주특별자치도 제주시 외도일동 530-3번지	제주특별자치도 제주시 우정로15길 42-3, 1층 (외도일동)	뮤커피(mucoffee)	34.80399110493327	124.80434185086246
031 963 4340	52.32	경기도 고양시 덕양구 관산동 672-47번지 105호 일부, 106호 일부	경기도 고양시 덕양구 고골길11번길 5-22, 105(일부)호, 106(일부)호 (관산동)	베로스트커피	35.147571597971314	129.931943913709
	26.2	서울특별시 강남구 청담동 71-25 예조	서울특별시 강남구 학동로97길 20, 지상1층 (청담동)	청담커피	35.31254916958885	129.70873808671138
	62.0	서울특별시 중랑구 망우동 207-4	서울특별시 중랑구 망우로 466 (망우동)	다인커피맥주	35.348777194907875	129.8064342278688
	64.1	경기도 부천시 심곡본동 668-26 지하1층	경기도 부천시 경인로 224, 지하1층 (심곡본동)	홈커피숖	35.094388142925446	129.65526643282448
	99.22	광주광역시 광산구 수완동 1574번지 1층	광주광역시 광산구 수완로10번길 29, 1층 (수완동)	에프알엔디커피(FRNDcoffee)	35.160561876301394	126.86058793253396
	66.0	서울특별시 강동구 성내동 560번지	서울특별시 강동구 성내로10길 9, 1층 (성내동)	림폴커피	35.367497901511406	129.7193425207994
044 863 7749	65.07	세종특별자치시 조치원읍 신흥리 46-4	세종특별자치시 조치원읍 충현로 93, 주1동 1층	커피 이루다	35.52657109420868	128.58559447969867
	256.68	경기도 안성시 공도읍 마정리 200-200	경기도 안성시 공도읍 마정개나리길 23-8, 1층	빈센트반커피	35.438883011343385	129.10091091750388
032 579 9100	101.48	인천광역시 서구 가좌동 261-20번지 3호	인천광역시 서구 원적로 29, 3호 (가좌동)	메가커피나은병원점	35.01437227307657	129.66112860818714
	161.86	부산광역시 수영구 남천동 3-5 협진태양아파트	부산광역시 수영구 남천동로108번길 49, 협진태양아파트 상가3동 2층 201/203~212호 (남천동)	베터커피 베터라이프	37.0346661517945	126.83140892076592
	102.0	부산광역시 서구 서대신동3가 61-10	부산광역시 서구 대신공원로 37 (서대신동3가)	미르푸드(주)지니프레쉬 동아대병원점	36.95541050444434	126.79669803124152
	27.44	서울특별시 용산구 서계동 243-26	서울특별시 용산구 만리재로 156, 3층 (서계동)	서계동커피집	35.239078376247036	129.74478419324936
		대구광역시 수성구 범어동 805-116번지 1,2층	대구광역시 수성구 범어천로 69, 1,2층 (범어동)	커피맛을조금아는남자더피크	36.61818999513596	127.69832893148269
	38.2	서울특별시 중구 산림동 207-2번지 대림상가	서울특별시 중구 을지로 157, 대림상가 라열 3층 381호 (산림동)	챔프커피	35.26348459469601	129.7635659186811
	48.88	울산광역시 울주군 언양읍 반천리 644-1번지 커피프렌즈	울산광역시 울주군 언양읍 언양로 643, 1층	커피프렌즈	37.0838001212901	127.34910919287343
	26.4	서울특별시 중랑구 면목동 149-18번지	서울특별시 중랑구 면목천로19길 16, 1층 (면목동)	심심풀이	35.33242762704382	129.78936025605208
	346.77	서울특별시 강북구 미아동 860-187번지 1층	서울특별시 강북구 도봉로10길 6, 1층 (미아동)	투썸플레이스 미아사거리역점	35.29027309066419	129.81982251084278
	29.68	충청남도 천안시 서북구 두정동 397-3번지 태정빌딩	충청남도 천안시 서북구 천안대로 1024-3, 태정빌딩 1층 (두정동)	소담커피두정점	35.406453793943584	128.87180577899363
031 7551683	94.63	경기도 성남시 수정구 창곡동 553-5 1층	경기도 성남시 수정구 위례서일로1길 8-14, 1층 (창곡동)	위례 비엔나커피하우스(우남역점)	35.37990090040095	129.6439700942469
	92.42	경기도 고양시 덕양구 삼송동 353 1층 전체	경기도 고양시 덕양구 삼원로1길 11, 1(전체)층 (삼송동)	바리아도(VARIADO)	35.167075132484555	129.85496054203804
	25.75	서울특별시 성동구 성수동2가 335-86번지	서울특별시 성동구 성덕정15길 4-14, 1층 (성수동2가)	물레방아 민물매운탕	35.310993517418375	129.72914249803208
	88.7	강원특별자치도 원주시 단구동 1476-12 1층	강원특별자치도 원주시 치악로 1532-1, 1층 (단구동)	언드랍퍼블커피랩	36.043704274440984	129.49190933001822
	136.0	경기도 포천시 소흘읍 이동교리 34-5번지	경기도 포천시 소흘읍 호국로 551, 1층	비너멜랑쉬커피	35.36933549752533	130.07728667333058
	76.28	경기도 용인시 기흥구 구갈동 234번지 힐스테이트 기흥	경기도 용인시 기흥구 기흥역로 63, 301동 1층 104호 (구갈동, 힐스테이트 기흥)	메가커피기흥역점	35.36862118102531	129.4096351989511
	87.18	서울특별시 강동구 천호동 293-16 덕송빌딩	서울특별시 강동구 구천면로 305, 덕송빌딩 1층 104호 (천호동)	메가커피 천호초교사거리점	35.37454962062929	129.74237081647493
	51.3	부산광역시 동래구 안락동 221-61번지	부산광역시 동래구 온천천로 471, 1층 (안락동)	쿠오레로쏘	37.02605793818694	126.88595316718293
	36.0	서울특별시 중랑구 면목동 14-24	서울특별시 중랑구 용마산로94길 18, 1층 (면목동)	복희커피인테리어공방	35.34424996737751	129.7924522173218
	241.32	서울특별시 성동구 행당동 155-1 서울숲 더샵	서울특별시 성동구 왕십리로 241, 201동 1층 101호 (행당동, 서울숲 더샵)	투썸플레이스 한양대엔터식스점	35.29939962369931	129.75133107591193
	516.95	경기도 안성시 원곡면 반제리 115-1	경기도 안성시 원곡면 원당로 295, 1~3층	커피누리	35.41322809903518	129.10822671578174
	95.43	경상남도 진주시 하대동 124-21 1층	경상남도 진주시 도동로189번길 15, 1층 (하대동)	스마일커피(Smile coffee)	36.21856108718324	126.86573521157078
07044116299	76.41	강원특별자치도 양양군 강현면 강선리 8-7번지	강원특별자치도 양양군 강현면 강선중앙길 14-16	커피박스	36.508665287660385	130.54316210988185
	141.4	서울특별시 성북구 정릉동 192-90번지	서울특별시 성북구 서경로 37 (정릉동)	하오하오츠	35.278279715915886	129.81237816709447
	19.53	서울특별시 종로구 종로2가 6번지 종로타워	서울특별시 종로구 종로 51, 종로타워 지하2층 B201호 (종로2가)	알리바바 쏙쏙김밥 종로타워점	35.254205216754265	129.76681970245684
	82.4	서울특별시 노원구 상계동 323-3	서울특별시 노원구 노해로 517-9, 1층 (상계동)	배배커피(BAEBAE COFFEE)	35.316847383664225	129.8732425291615
	113.36	경기도 양평군 양평읍 양근리 176-7	경기도 양평군 양평읍 시민로39번길 4, 1층	레이트커피	35.66427421756188	129.68449015086745
	67.14	충청남도 예산군 대흥면 상중리 127-2	충청남도 예산군 대흥면 예당로 829	제이비커피(JBcoffee)	35.12108846216299	128.58545127590273
	16.5	서울특별시 성북구 종암동 82-19번지	서울특별시 성북구 종암로21길 65-3, 1층 (종암동)	킹스커피	35.291935358262656	129.80557891314467
	76.01	서울특별시 마포구 망원동 400-18번지 2층	서울특별시 마포구 포은로 88, 2층 (망원동)	커피호프	35.19221204180062	129.74579165319938
07041145599	58.12	대전광역시 서구 가수원동 1058번지 유니온빌딩	대전광역시 서구 계백로 1161, 유니온빌딩 1층 110~111호 (가수원동)	커피트리	35.57755565608492	128.22994625603104
07077398282	73.72	서울특별시 관악구 봉천동 1619-6번지	서울특별시 관악구 관악로14길 74-3, 1층 (봉천동)	데일리오아시스 샤로수길점	35.23498930426455	129.65368591372223
	80.5	서울특별시 동대문구 용두동 235-4번지	서울특별시 동대문구 무학로 121, 지하1층 (용두동)	현대커피호프	35.29108254182649	129.77370694332265
	66.0	경기도 김포시 고촌읍 신곡리 1142번지 1층 일부호	경기도 김포시 고촌읍 신곡로3번길 29, 1층 일부호	커피팩토리	35.08614677088033	129.8011115243772
	59.5	인천광역시 미추홀구 문학동 482 문학경기장 야구장 외야좌측	인천광역시 미추홀구 매소홀로 618, 야구장 외야좌측 (문학동)	컴포즈 커피 문학경기장점	35.02436888261309	129.59610097337642
	52.39	경기도 고양시 일산동구 정발산동 1126번지	경기도 고양시 일산동구 산두로261번길 2, 1층 일부호 (정발산동)	아리아 다 카포(ARIA DA CAPO)	35.08662596138274	129.88922908631886
	49.2	서울특별시 강남구 역삼동 707-34 한신인터밸리24빌딩	서울특별시 강남구 테헤란로 322, 한신인터밸리24빌딩 지상2층 321호 (역삼동)	위로스트 커피	35.3059380468121	129.6862766220971
	62.0	서울특별시 송파구 방이동 161-3 라메종 폴크	서울특별시 송파구 가락로42길 12, 1층 101호 (방이동, 라메종 폴크)	moose coffee(무스커피)	35.36469960439146	129.69950234164236
054 457 1134	44.1	경상북도 구미시 송정동 38번지 1층 상가동 101호	경상북도 구미시 박정희로 547, 한솔아파트 상가동 1층 101호 (송정동)	커피플라워	36.3851778119852	128.02479243299993
052 9107395	66.02	울산광역시 동구 화정동 609-31	울산광역시 동구 대학길 117, 1층 (화정동)	손수레	37.28073170784619	127.27722403432489
	135.42	경상남도 진주시 충무공동 284-1 1층 106,107호	경상남도 진주시 충의로 20-4, 1층 106,107호 (충무공동)	투썸플레이스 진주혁신로데오점	36.24037358088495	126.85269442004409
		전라남도 여수시 선원동 730번지 2층	전라남도 여수시 반월길 68, 2층 (선원동)	커피 수	35.83814441562214	126.3590766721379
	25.6	서울특별시 마포구 상암동 1601번지 케이지아이티센터	서울특별시 마포구 월드컵북로 402, 케이지아이티센터 1층 110호 (상암동)	킹스빈케이지아이티(KGIT)점	35.17849865925948	129.77601270749557
	38.41	세종특별자치시 어진동 656 세종시 푸르지오시티	세종특별자치시 갈매로 364, 세종시 푸르지오시티 1층 113호 (어진동)	113 커피	35.50297701599152	128.4617036922064
	57.33	대전광역시 동구 용전동 117-18	대전광역시 동구 동서대로 1673-1, 1층 (용전동)	심풀	35.64427077996261	128.28487569980066
	45.46	대구광역시 수성구 황금동 691-14	대구광역시 수성구 청솔로2길 53, 1층 (황금동)	또리커피(수성점)	36.61846014018811	127.69098739720266
	66.0	서울특별시 강동구 명일동 242-6	서울특별시 강동구 상암로63길 43, 101,102호 (명일동)	커피중심	35.39013624888139	129.74476545399503
02  64568907	169.1	서울특별시 중구 남대문로5가 541 서울스퀘어	서울특별시 중구 한강대로 416, 서울스퀘어 지하1층 (남대문로5가)	(주)커피빈코리아 서울스퀘어점	35.24666053164098	129.74836787973052
053 767 5091		대구광역시 수성구 중동 80-1번지	대구광역시 수성구 들안로 179, 1층 (중동)	엑스파크인커피	36.61284760171194	127.68944040587297
042 826 0004	297.91	대전광역시 유성구 봉명동 627-3번지 지상1층	대전광역시 유성구 온천북로 15, 지상1층 (봉명동)	파스쿠찌	35.57071023025545	128.29346047220145
051 852 0413	59.36	부산광역시 부산진구 양정동 165-1번지	부산광역시 부산진구 동평로405번길 118, 1층 (양정동)	로우쥬스커피	37.000532170150606	126.86900364758736
	63.06	제주특별자치도 제주시 한림읍 옹포리 458번지	제주특별자치도 제주시 한림읍 옹포3길 9-3, 1층	오그커피	34.65088425720645	124.70853573980199
062 234 6994		광주광역시 동구 학동 520-4번지 1층	광주광역시 동구 필문대로 331, 1층 (학동)	감성커피 조선대점	35.236806861494145	126.80638397353374
	16.59	서울특별시 강남구 역삼동 825-20번지 강남역 센트럴 푸르지오 시티	서울특별시 강남구 테헤란로4길 6, 강남역 센트럴 푸르지오 시티 1층 124호 (역삼동)	723핫도그앤커피 강남본점	35.292360558166095	129.67942057091074
	45.33	부산광역시 해운대구 좌동 886	부산광역시 해운대구 좌동로91번길 39, 1층 일부호 (좌동)	마일로 좌동 재래시장점	37.0833804487608	126.86558557806512
0220741049	119.53	서울특별시 용산구 한강로2가 422 래미안용산 더 센트럴	서울특별시 용산구 한강대로 95, 1층 110호 (한강로2가, 래미안용산 더 센트럴)	(주)커피빈코리아신용산역래미안점	35.24190528940369	129.71601317860652
02 7923560	145.62	서울특별시 용산구 한남동 736-15	서울특별시 용산구 이태원로 220, 1층 (한남동)	(주)커피빈코리아이태원제일기획옆점	35.26680313879053	129.72382833980413
	12.92	대전광역시 서구 월평동 245	대전광역시 서구 대덕대로317번길 20, 1층 150~153호 (월평동)	소소커피	35.59782024157517	128.29897585254875
	29.8	대전광역시 서구 월평동 245	대전광역시 서구 대덕대로317번길 20, 1층 172~176호 (월평동)	소소커피	35.59782024157517	128.29897585254875
	13.68	대전광역시 서구 월평동 245	대전광역시 서구 대덕대로317번길 20, 1층 136~139호 (월평동)	소소커피	35.59782024157517	128.29897585254875
	22.55	대전광역시 서구 월평동 245	대전광역시 서구 대덕대로317번길 20, 1층 162~167호 (월평동)	소소커피	35.59782024157517	128.29897585254875
	82.28	부산광역시 해운대구 반여동 1291-1521 용가리게임랜드	부산광역시 해운대구 재반로225번길 3, 용가리게임랜드 2층 (반여동)	미소커피숍	37.04749869924154	126.89402113354018
032 6516350	47.71	경기도 부천시 심곡본동 542-6번지 지하1층	경기도 부천시 경인로 219-1, 지하1층 (심곡본동)	정원커피호프	35.09421103037901	129.65581156627198
	40.0	경상남도 통영시 사량면 금평리 210 1층 일부	경상남도 통영시 사량면 진촌1길 30, 1층	보고커피 사량점	36.30564567854037	126.44365942569328
032 713 5045	151.23	인천광역시 서구 청라동 152-9번지 루비타워 603호	인천광역시 서구 청라루비로 93, 루비타워 603호 (청라동)	6층커피집	34.98164779631207	129.71327883814854
	69.6	부산광역시 북구 덕천동 393-5 2층	부산광역시 북구 만덕대로 166, 2층 (덕천동)	보리수 커피&호프	36.95867609362547	126.91143736555148
	165.5	서울특별시 마포구 상암동 1595 한국지역정보개발원(KLID Tower)	서울특별시 마포구 성암로 301, 한국지역정보개발원(KLID Tower) 1층 (상암동)	(주)커피빈코리아 상암한국지역정보개발원점	35.17764711090948	129.77902748817047
	82.81	경기도 양평군 강상면 화양리 276-2	경기도 양평군 강상면 안터길 5	커피포트	35.661201495143935	129.64277552248095
